,0,1,2,3
508,3.0,0.0,3.0,12.0
509,3.0,60.0,4.0,12.0
510,3.0,0.0,4.0,13.0
511,1.0,0.0,3.0,16.0
512,3.0,0.0,4.0,14.0
513,2.0,0.0,3.0,19.0
514,3.0,0.0,4.0,15.0
515,1.0,0.0,3.0,17.0
516,8.0,-0.0,1.0,12.0
517,0.0,0.0,2.0,19.0
518,3.0,0.0,4.0,16.0
519,4.0,0.0,2.0,17.0
520,1.0,0.0,3.0,18.0
521,6.0,0.0,2.0,17.0
522,1.0,0.0,3.0,19.0
523,3.0,0.0,4.0,17.0
524,5.0,0.0,2.0,18.0
525,2.0,0.0,3.0,20.0
526,1.0,0.0,3.0,20.0
527,4.0,50.0,3.0,17.0
528,6.0,0.0,2.0,18.0
529,3.0,0.0,4.0,18.0
530,6.0,0.0,2.0,19.0
531,4.0,0.0,3.0,18.0
532,0.0,0.0,2.0,20.0
533,5.0,20.000000000000014,3.0,18.0
534,5.0,0.0,3.0,19.0
535,5.0,0.0,3.0,20.0
536,3.0,60.0,5.0,18.0
537,3.0,0.0,5.0,19.0
538,3.0,60.0,6.0,19.0
539,3.0,0.0,6.0,20.0
540,4.0,0.0,3.0,19.0
541,3.0,0.0,6.0,21.0
542,3.0,0.0,6.0,22.0
543,2.0,0.0,3.0,21.0
544,6.0,0.0,2.0,20.0
545,3.0,0.0,6.0,23.0
546,4.0,0.0,3.0,20.0
547,5.0,0.0,3.0,21.0
548,2.0,50.0,4.0,21.0
549,3.0,0.0,6.0,24.0
550,2.0,0.0,4.0,22.0
551,0.0,0.0,2.0,21.0
552,2.0,0.0,4.0,23.0
553,7.0,0.0,1.0,12.0
554,1.0,0.0,3.0,21.0
555,3.0,0.0,6.0,25.0
556,7.0,0.0,1.0,13.0
557,4.0,0.0,3.0,21.0
558,2.0,0.0,4.0,24.0
559,7.0,0.0,1.0,14.0
560,3.0,0.0,6.0,26.0
561,9.0,-0.0,1.0,16.0
562,1.0,0.0,3.0,22.0
563,0.0,0.0,2.0,22.0
564,1.0,0.0,3.0,23.0
565,3.0,0.0,6.0,27.0
566,1.0,0.0,3.0,24.0
567,3.0,0.0,6.0,28.0
568,5.0,0.0,3.0,22.0
569,9.0,-0.0,1.0,17.0
570,3.0,60.0,7.0,28.0
571,3.0,0.0,7.0,29.0
572,3.0,0.0,7.0,30.0
573,3.0,0.0,7.0,31.0
574,3.0,0.0,7.0,32.0
575,2.0,0.0,4.0,25.0
576,3.0,0.0,7.0,33.0
577,3.0,0.0,7.0,34.0
578,3.0,0.0,7.0,35.0
579,2.0,0.0,4.0,26.0
580,6.0,0.0,2.0,21.0
581,4.0,50.0,4.0,21.0
582,3.0,0.0,7.0,36.0
583,4.0,0.0,4.0,22.0
584,3.0,0.0,7.0,37.0
585,4.0,0.0,4.0,23.0
586,3.0,60.0,8.0,37.0
587,3.0,0.0,8.0,38.0
588,3.0,0.0,8.0,39.0
589,7.0,0.0,1.0,15.0
590,3.0,0.0,8.0,40.0
591,4.0,0.0,4.0,24.0
592,3.0,0.0,8.0,41.0
593,5.0,0.0,3.0,23.0
594,2.0,0.0,4.0,27.0
595,5.0,0.0,3.0,24.0
596,5.0,0.0,3.0,25.0
597,2.0,0.0,4.0,28.0
598,3.0,0.0,8.0,42.0
599,7.0,0.0,1.0,16.0
600,6.0,0.0,2.0,22.0
601,1.0,0.0,3.0,25.0
602,3.0,0.0,8.0,43.0
603,1.0,100.0,4.0,25.0
604,1.0,100.0,5.0,25.0
605,4.0,0.0,4.0,25.0
606,1.0,0.0,5.0,26.0
607,1.0,0.0,5.0,27.0
608,5.0,0.0,3.0,26.0
609,1.0,0.0,5.0,28.0
610,2.0,0.0,4.0,29.0
611,3.0,0.0,8.0,44.0
612,0.0,0.0,2.0,23.0
613,7.0,0.0,1.0,17.0
614,2.0,0.0,4.0,30.0
615,1.0,0.0,5.0,29.0
616,7.0,0.0,1.0,18.0
617,1.0,0.0,5.0,30.0
618,4.0,0.0,4.0,26.0
619,1.0,0.0,5.0,31.0
620,1.0,0.0,5.0,32.0
621,4.0,0.0,4.0,27.0
622,3.0,0.0,8.0,45.0
623,3.0,0.0,8.0,46.0
624,3.0,0.0,8.0,47.0
625,3.0,0.0,8.0,48.0
626,2.0,0.0,4.0,31.0
627,7.0,0.0,1.0,19.0
628,3.0,0.0,8.0,49.0
629,1.0,0.0,5.0,33.0
630,6.0,0.0,2.0,23.0
631,8.0,-0.0,1.0,13.0
632,4.0,0.0,4.0,28.0
633,1.0,0.0,5.0,34.0
634,8.0,-0.0,1.0,14.0
